EPOCH,Time Consumed,Total Frames,Running_Average_Rewards,Train_Epoch_Reward,Running_Training_Average_Rewards,Explore_Time,Train___Time,Eval____Time,dir_330_embed_withnorm_v4_eval_rewards,Reward_Mean_Mean,Reward_Mean_Std,Reward_Mean_Max,Reward_Mean_Min,Alpha_Mean,Alpha_Std,Alpha_Max,Alpha_Min,Alpha_loss_Mean,Alpha_loss_Std,Alpha_loss_Max,Alpha_loss_Min,Training/policy_loss_Mean,Training/policy_loss_Std,Training/policy_loss_Max,Training/policy_loss_Min,Training/qf1_loss_Mean,Training/qf1_loss_Std,Training/qf1_loss_Max,Training/qf1_loss_Min,Training/qf2_loss_Mean,Training/qf2_loss_Std,Training/qf2_loss_Max,Training/qf2_loss_Min,log_std/mean_Mean,log_std/mean_Std,log_std/mean_Max,log_std/mean_Min,log_std/std_Mean,log_std/std_Std,log_std/std_Max,log_std/std_Min,log_std/max_Mean,log_std/max_Std,log_std/max_Max,log_std/max_Min,log_std/min_Mean,log_std/min_Std,log_std/min_Max,log_std/min_Min,log_probs/mean_Mean,log_probs/mean_Std,log_probs/mean_Max,log_probs/mean_Min,log_probs/std_Mean,log_probs/std_Std,log_probs/std_Max,log_probs/std_Min,log_probs/max_Mean,log_probs/max_Std,log_probs/max_Max,log_probs/max_Min,log_probs/min_Mean,log_probs/min_Std,log_probs/min_Max,log_probs/min_Min,mean/mean_Mean,mean/mean_Std,mean/mean_Max,mean/mean_Min,mean/std_Mean,mean/std_Std,mean/std_Max,mean/std_Min,mean/max_Mean,mean/max_Std,mean/max_Max,mean/max_Min,mean/min_Mean,mean/min_Std,mean/min_Max,mean/min_Min
1818,2.0347843170166016,367800,-447.12851,-311.76461,-1.20984,0.00180,2.03089,0.00204,-554.21032,-0.75831,0.02515,-0.69470,-0.83590,1.43741,0.00024,1.43781,1.43700,-0.12536,0.04024,0.00995,-0.22701,-269.49674,1.36141,-265.77856,-273.20724,536.44973,66.82130,816.43604,406.73837,958.79099,66.55408,1180.49512,810.32965,-1.64348,0.00898,-1.61978,-1.67315,0.48920,0.00543,0.50617,0.47338,0.80398,0.33861,2.00000,0.24255,-3.82947,0.47438,-3.19955,-6.70566,8.34550,0.11091,8.62590,7.97255,4.13948,0.13298,4.54459,3.80537,32.62505,5.66046,55.86625,23.28003,-4.06087,1.47852,-0.42721,-9.13276,-0.05775,0.01256,-0.01235,-0.08566,1.04393,0.01072,1.06883,1.00996,5.03902,0.66302,7.15236,3.78100,-5.05074,0.79504,-3.63449,-7.56470
1819,2.4898927211761475,368000,-448.04078,-259.49189,-1.25242,0.00145,2.48596,0.00241,-467.08485,-0.76247,0.02577,-0.68568,-0.83384,1.43823,0.00024,1.43864,1.43782,-0.12594,0.03545,-0.03861,-0.24021,-269.31640,1.23391,-265.55222,-272.06699,539.48208,68.40849,825.06378,416.12799,965.51385,74.32444,1166.58887,822.76025,-1.64349,0.00916,-1.62187,-1.66752,0.48935,0.00513,0.50323,0.47230,0.85051,0.31779,2.00000,0.22763,-3.85993,0.57891,-3.21177,-6.88320,8.34655,0.09755,8.66064,8.10628,4.14617,0.13305,4.56832,3.86939,32.53362,5.40055,58.29158,23.04441,-4.45993,1.48630,-1.34156,-10.10307,-0.05777,0.01216,-0.02750,-0.08553,1.04331,0.00977,1.07390,1.01522,5.01688,0.67666,7.82133,3.83704,-4.97429,0.80207,-3.79063,-8.79883
1820,2.0292153358459473,368200,-453.48145,-256.73626,-1.21514,0.00158,2.02547,0.00208,-454.03392,-0.76035,0.02482,-0.69798,-0.82523,1.43905,0.00024,1.43945,1.43864,-0.12403,0.04043,0.00539,-0.21923,-269.39800,1.40007,-266.12143,-272.99081,548.14963,67.46523,825.52893,420.21710,973.73703,72.57585,1221.49500,829.31329,-1.64357,0.00885,-1.62176,-1.66658,0.48979,0.00529,0.51014,0.47762,0.86342,0.33805,2.00000,0.26688,-3.93104,0.58719,-3.18628,-6.75226,8.34078,0.11107,8.60255,7.98521,4.13140,0.13621,4.58323,3.67298,32.50171,5.90342,61.75773,22.59771,-4.23778,1.57292,-1.35008,-13.22843,-0.05802,0.01387,-0.01833,-0.09908,1.04336,0.01063,1.07248,1.01208,5.06925,0.67173,7.14410,3.78642,-4.98076,0.76149,-3.61673,-7.74325
1821,2.371086835861206,368400,-458.57755,-309.83501,-2.11778,0.00170,2.36673,0.00257,-422.60906,-0.76337,0.02485,-0.70664,-0.82498,1.43986,0.00024,1.44028,1.43946,-0.12848,0.04417,0.01051,-0.25229,-269.36830,1.41737,-265.36603,-272.56000,549.69786,71.39660,795.30627,420.52667,979.75551,72.51629,1210.47876,842.12640,-1.64239,0.00876,-1.61592,-1.66263,0.48877,0.00523,0.50063,0.47578,0.83349,0.31873,2.00000,0.22993,-3.84068,0.55796,-3.19447,-6.87996,8.35243,0.12116,8.69203,7.97115,4.15688,0.14149,4.56336,3.78397,32.67833,5.97168,61.76014,21.72294,-4.50311,1.80376,-1.43115,-11.60902,-0.05696,0.01245,-0.02796,-0.09473,1.04452,0.01118,1.07671,1.00954,5.10188,0.65413,7.81761,3.77163,-4.96949,0.89316,-3.64771,-8.79168
1822,2.4145140647888184,368600,-466.18528,-248.52249,-0.89690,0.00169,2.41013,0.00262,-314.68673,-0.76343,0.02487,-0.69863,-0.86265,1.44070,0.00024,1.44111,1.44029,-0.12807,0.04309,0.00729,-0.28962,-269.49281,1.38177,-265.40729,-273.17502,537.46832,68.68360,797.05029,398.16928,964.21522,70.95126,1365.41284,838.88544,-1.64433,0.00972,-1.62032,-1.67067,0.48952,0.00577,0.50490,0.47248,0.89721,0.36259,2.00000,0.30288,-3.96403,0.75846,-3.21300,-6.87238,8.35076,0.11801,8.79307,7.98004,4.14391,0.14285,4.66770,3.84237,32.99130,6.80124,59.79612,23.61705,-4.31398,1.72636,-1.39978,-10.11184,-0.05677,0.01207,-0.01673,-0.09277,1.04373,0.01143,1.07784,1.00663,5.14616,0.73028,7.81717,4.11486,-5.04324,0.83467,-3.84485,-9.19424
1823,2.4101364612579346,368800,-435.15227,-329.25239,-1.90574,0.00176,2.40564,0.00265,-515.51788,-0.75956,0.02787,-0.67790,-0.82185,1.44151,0.00023,1.44191,1.44111,-0.12232,0.04375,-0.00753,-0.24320,-269.30540,1.28200,-265.30807,-272.78720,543.26314,71.05850,829.03516,416.69415,982.15553,75.95810,1249.71411,829.54602,-1.64207,0.00848,-1.61906,-1.66650,0.48947,0.00499,0.50564,0.47698,0.84048,0.34206,2.00000,0.21916,-3.92507,0.68928,-3.20308,-6.86957,8.33450,0.11961,8.66518,8.02059,4.14189,0.13349,4.56754,3.84001,33.43871,6.60207,62.01314,23.23089,-4.12390,1.53896,-1.07280,-9.00347,-0.05791,0.01291,-0.01403,-0.09713,1.04409,0.01081,1.07534,1.02012,5.10744,0.67617,7.81430,3.79721,-5.03211,0.84868,-3.75578,-9.18810
1824,2.545522689819336,369000,-442.30826,-165.31646,-0.96562,0.00154,2.54091,0.00296,-440.49734,-0.76288,0.02738,-0.69734,-0.82960,1.44231,0.00024,1.44272,1.44192,-0.12482,0.04248,-0.01040,-0.24831,-269.28263,1.25365,-265.80615,-272.55014,534.42804,66.83842,742.93622,421.21124,968.55614,69.61927,1268.66504,818.17657,-1.64293,0.00940,-1.61954,-1.67082,0.48942,0.00581,0.50378,0.47386,0.82960,0.32274,2.00000,0.33498,-3.81229,0.51089,-3.18698,-6.74218,8.34082,0.11598,8.67797,8.02838,4.12991,0.11572,4.36060,3.85087,32.55664,4.77343,51.20985,22.86653,-4.35551,1.65880,-1.25841,-10.04182,-0.05761,0.01267,-0.02030,-0.08757,1.04342,0.01114,1.07576,1.00846,5.02121,0.64911,7.43789,3.67462,-5.01463,0.82109,-3.76271,-8.78884
1825,2.4970862865448,369200,-431.33448,-221.31698,-0.84017,0.00175,2.49304,0.00222,-254.37148,-0.76227,0.02445,-0.70168,-0.82183,1.44313,0.00023,1.44353,1.44272,-0.12397,0.04175,-0.01647,-0.23861,-269.29302,1.33404,-265.21457,-272.18817,544.93167,71.84204,810.15912,397.92581,982.34528,78.86616,1397.55627,831.71515,-1.64190,0.00901,-1.61446,-1.67247,0.48966,0.00531,0.50383,0.47489,0.80208,0.33334,2.00000,0.28794,-3.81952,0.51435,-3.24926,-6.70112,8.33797,0.11382,8.65089,8.04489,4.14415,0.13184,4.64651,3.81436,32.18793,5.87577,59.64542,22.82326,-4.13492,1.62076,-0.98312,-13.55954,-0.05682,0.01235,-0.02350,-0.08825,1.04459,0.01009,1.06729,1.01464,5.01875,0.61642,6.60977,3.69788,-4.99972,0.84228,-3.70775,-9.18228
1826,2.4473090171813965,369400,-423.97933,-159.37009,-0.58302,0.00188,2.44225,0.00306,-338.95969,-0.76301,0.02548,-0.69562,-0.82765,1.44394,0.00023,1.44434,1.44353,-0.12428,0.04188,-0.01561,-0.25237,-269.11351,1.42782,-264.10764,-273.29425,543.40619,66.82255,746.55640,390.28122,977.30769,73.70608,1242.41199,850.37500,-1.64323,0.00952,-1.61432,-1.66788,0.48998,0.00610,0.50810,0.47281,0.86597,0.34747,2.00000,0.26473,-3.86591,0.55336,-3.19376,-6.70179,8.33830,0.11400,8.68689,8.04247,4.14603,0.13908,4.61007,3.73465,32.84854,5.94021,58.16939,22.35687,-4.23596,1.57156,-1.09693,-10.19138,-0.05754,0.01090,-0.02502,-0.08241,1.04342,0.01228,1.07847,1.00982,5.09222,0.66383,7.44026,3.40193,-5.08203,0.91963,-3.62931,-9.18188
1827,2.55731463432312,369600,-417.29674,-265.60954,-1.25597,0.00170,2.55290,0.00262,-410.99609,-0.76145,0.02685,-0.69583,-0.82675,1.44474,0.00024,1.44515,1.44434,-0.12422,0.04451,-0.01155,-0.24331,-268.90402,1.39248,-264.26743,-272.06271,542.48786,60.34079,739.52960,428.40500,983.70819,66.51212,1203.92529,850.93866,-1.64270,0.00907,-1.61940,-1.66499,0.48986,0.00516,0.50456,0.47539,0.85670,0.32383,2.00000,0.27832,-3.84515,0.59976,-3.19511,-6.86597,8.33761,0.12098,8.66101,8.03140,4.14657,0.13468,4.62505,3.74123,32.94659,6.45133,59.93311,22.07604,-4.29668,1.54453,-1.23477,-9.67993,-0.05826,0.01360,-0.02448,-0.09570,1.04371,0.01146,1.07495,1.00660,5.11212,0.62845,7.82317,3.56062,-5.10346,0.89579,-3.73902,-9.17641
1828,2.6630537509918213,369800,-400.14233,-215.89197,-0.52679,0.00171,2.65862,0.00263,-382.66631,-0.75854,0.02554,-0.68824,-0.83304,1.44555,0.00023,1.44595,1.44515,-0.12244,0.03959,-0.02575,-0.23074,-268.66491,1.45120,-265.18967,-272.24561,548.98713,76.26772,845.27502,390.94684,985.63016,76.81926,1238.21399,809.72937,-1.64232,0.00872,-1.61676,-1.66219,0.48930,0.00583,0.50445,0.47312,0.91036,0.38244,2.00000,0.26144,-3.85406,0.57419,-3.23354,-6.70200,8.33227,0.10742,8.62638,8.06987,4.12869,0.12124,4.50734,3.83644,31.68482,5.07233,58.42373,22.63051,-4.22381,1.51493,-1.02419,-10.71717,-0.05802,0.01242,-0.02178,-0.08870,1.04359,0.01056,1.06826,1.01540,5.10346,0.66470,7.82601,3.61215,-4.96441,0.84259,-3.87284,-8.78150
1829,2.5497195720672607,370000,-372.11170,-226.32462,-1.56005,0.00151,2.54535,0.00277,-186.77849,-0.76409,0.02521,-0.69223,-0.81995,1.44636,0.00023,1.44675,1.44595,-0.12089,0.04136,-0.01789,-0.22645,-268.64341,1.36264,-264.35425,-272.61227,539.52569,59.57813,758.24896,409.80728,987.28809,65.89618,1125.82800,824.27832,-1.64318,0.00894,-1.62455,-1.66374,0.48934,0.00559,0.50500,0.47701,0.84094,0.30749,2.00000,0.25858,-3.93401,0.64603,-3.18703,-6.86139,8.32759,0.11207,8.61320,8.04847,4.14286,0.13284,4.53402,3.81269,33.22118,6.28496,61.37533,23.15866,-4.23478,1.56469,-1.14707,-10.96043,-0.05704,0.01253,-0.02720,-0.09729,1.04285,0.01161,1.07052,1.01830,5.09786,0.64495,7.45167,3.90588,-5.02247,0.84969,-3.62921,-8.77439
1830,2.6575541496276855,370200,-355.32927,-281.42099,-1.28851,0.00219,2.65206,0.00321,-286.20962,-0.76298,0.02612,-0.68604,-0.82859,1.44716,0.00023,1.44755,1.44675,-0.12141,0.04481,0.01552,-0.24553,-268.65958,1.28253,-265.14590,-271.63004,536.58351,64.84632,721.55884,391.88034,979.78101,67.13307,1150.51489,849.20294,-1.64291,0.00791,-1.62076,-1.66448,0.48860,0.00578,0.50262,0.46948,0.87440,0.30931,2.00000,0.34122,-3.87625,0.60328,-3.15819,-6.85662,8.32850,0.12126,8.66452,7.95800,4.14046,0.13187,4.51797,3.81265,32.65908,6.08746,61.88107,23.27506,-4.21669,1.81060,-1.00850,-12.43599,-0.05622,0.01293,-0.01955,-0.09581,1.04315,0.01138,1.07206,1.00636,5.01950,0.67424,7.82745,3.95952,-4.98953,0.78748,-3.58278,-8.77335
1831,2.498171329498291,370400,-338.76225,-259.20307,-1.35281,0.00196,2.49356,0.00255,-256.93886,-0.76292,0.02500,-0.69424,-0.82317,1.44795,0.00024,1.44837,1.44756,-0.12389,0.04124,-0.03616,-0.24082,-268.41532,1.43498,-264.68723,-271.86899,547.14972,70.35352,863.63226,393.23834,995.32744,71.34664,1258.83105,855.56146,-1.64266,0.00819,-1.62072,-1.66281,0.48927,0.00569,0.50621,0.47267,0.86393,0.33590,2.00000,0.30996,-3.87456,0.55496,-3.21249,-6.85557,8.33469,0.11138,8.65020,8.09766,4.13608,0.12669,4.54851,3.80226,32.66768,5.71056,61.12574,22.85049,-4.44915,1.84333,-1.02302,-11.10612,-0.05736,0.01171,-0.01490,-0.08795,1.04385,0.01100,1.07914,1.01961,5.11197,0.69031,7.82821,3.82621,-5.11745,0.86744,-3.76910,-7.73921
1832,2.6270995140075684,370600,-359.04766,-262.78061,-1.34172,0.00210,2.62233,0.00259,-517.54087,-0.76251,0.02485,-0.69016,-0.83329,1.44877,0.00023,1.44918,1.44837,-0.12170,0.04405,0.01527,-0.26066,-268.46460,1.30777,-264.66376,-271.41089,541.42191,67.33055,767.05707,411.71817,991.27056,68.53277,1216.59680,827.57245,-1.64176,0.00936,-1.62086,-1.66352,0.48947,0.00491,0.50079,0.47539,0.87838,0.31492,2.00000,0.33771,-3.83022,0.54615,-3.16960,-6.71810,8.32829,0.11883,8.70348,7.95880,4.15735,0.12147,4.42584,3.87717,33.47345,5.95385,56.62454,23.21142,-4.31455,1.60046,-1.18181,-10.80957,-0.05691,0.01245,-0.02214,-0.08715,1.04424,0.01056,1.06954,1.01935,5.12987,0.70354,7.83809,3.71840,-4.98465,0.80820,-3.75061,-9.16608
1833,2.6421918869018555,370800,-347.86734,-273.21537,-2.52962,0.00177,2.63820,0.00216,-403.71462,-0.76445,0.02426,-0.68965,-0.84251,1.44959,0.00024,1.45000,1.44918,-0.12331,0.04599,0.03891,-0.23266,-268.56495,1.23158,-265.20343,-271.84479,550.08792,75.85162,829.17236,411.78516,1008.33259,73.95038,1286.69983,845.49658,-1.64250,0.00863,-1.61814,-1.66439,0.48945,0.00515,0.50908,0.47386,0.87266,0.33715,2.00000,0.30365,-3.84755,0.53515,-3.16864,-6.84448,8.33212,0.12386,8.62667,7.89518,4.14704,0.11551,4.43399,3.84259,32.68376,5.76917,61.34613,23.03950,-4.22857,1.58819,-1.49857,-11.04339,-0.05627,0.01144,-0.02166,-0.08512,1.04341,0.01164,1.08343,1.01421,5.09860,0.66031,7.02103,3.67818,-5.14012,0.89038,-3.67151,-8.77284
1834,2.5916121006011963,371000,-342.40313,-276.31264,-1.88053,0.00187,2.58725,0.00240,-385.85524,-0.76655,0.02362,-0.71343,-0.83867,1.45042,0.00024,1.45084,1.45000,-0.12770,0.04224,-0.01660,-0.26538,-268.49732,1.38121,-262.56909,-271.50446,545.87190,68.92998,816.92767,409.33936,995.73987,77.01359,1269.33777,843.42249,-1.64208,0.00908,-1.61756,-1.66831,0.48891,0.00534,0.50957,0.47389,0.85556,0.33100,2.00000,0.29330,-3.91202,0.63425,-3.25024,-6.71256,8.34343,0.11359,8.71360,8.04466,4.16398,0.12503,4.52909,3.85551,33.28670,6.18216,59.90227,23.43859,-4.08727,1.53723,-0.55989,-9.87371,-0.05592,0.01114,-0.02843,-0.09568,1.04530,0.01088,1.07701,1.01616,5.08748,0.63565,7.45782,3.89892,-5.05470,0.86400,-3.72511,-9.16122
1835,2.43912410736084,371200,-359.57563,-298.68468,-1.27051,0.00184,2.43486,0.00236,-426.09654,-0.76202,0.02542,-0.69535,-0.82031,1.45123,0.00023,1.45162,1.45084,-0.11900,0.04660,0.00451,-0.25578,-268.30406,1.39519,-264.95200,-271.75790,539.09965,67.17691,812.40021,386.50751,997.94124,71.51241,1272.13513,841.65674,-1.64149,0.00975,-1.61790,-1.66801,0.48901,0.00552,0.50491,0.47584,0.86261,0.29814,2.00000,0.20604,-3.96417,0.68783,-3.16213,-6.83088,8.31954,0.12513,8.68682,7.98789,4.14660,0.14724,4.62581,3.81682,33.18789,6.76659,61.08408,23.29410,-4.34922,1.53659,-1.21540,-9.94473,-0.05691,0.01258,-0.02361,-0.08741,1.04317,0.01096,1.07300,1.01160,5.08906,0.59610,7.45940,4.01015,-5.01601,0.83584,-3.75391,-7.74278
1836,2.384467363357544,371400,-394.08330,-251.63673,-1.29349,0.00166,2.38036,0.00238,-684.03634,-0.76551,0.02345,-0.70210,-0.82445,1.45201,0.00023,1.45241,1.45163,-0.11760,0.04559,-0.01175,-0.27583,-268.43749,1.29141,-264.55737,-272.18372,537.51356,69.02349,709.79047,401.98584,996.73699,76.22486,1210.50818,837.71515,-1.64114,0.00932,-1.61550,-1.66622,0.48885,0.00559,0.50379,0.47546,0.87614,0.30758,2.00000,0.29283,-3.87060,0.57958,-3.17484,-6.70761,8.31534,0.12224,8.73935,8.03148,4.15864,0.12914,4.54830,3.79815,33.83897,6.84762,59.06784,24.58727,-4.33152,1.67653,-1.23368,-12.19909,-0.05720,0.01264,-0.01448,-0.09777,1.04364,0.01122,1.07278,1.01347,5.10562,0.58796,6.99246,3.95081,-5.02852,0.76203,-3.61274,-7.74347
1837,2.361057996749878,371600,-386.80119,-248.68918,-1.26653,0.00160,2.35720,0.00219,-338.17504,-0.76073,0.02370,-0.69932,-0.82036,1.45280,0.00022,1.45319,1.45241,-0.11686,0.03970,-0.01215,-0.24656,-268.36998,1.26703,-262.89221,-271.24908,546.61706,72.71467,821.41681,386.37271,1010.88121,81.15801,1307.07288,839.07538,-1.64077,0.00831,-1.62158,-1.66058,0.48936,0.00538,0.50591,0.47594,0.81043,0.31241,2.00000,0.13123,-3.88284,0.60911,-3.16760,-6.70622,8.31288,0.10632,8.66045,8.03252,4.14536,0.13495,4.59509,3.80667,32.61859,5.90364,60.21228,23.16618,-4.26714,1.74927,-1.58617,-13.85672,-0.05805,0.01079,-0.02846,-0.08581,1.04308,0.01076,1.07923,1.01821,5.03602,0.62977,6.99617,3.68682,-4.98854,0.82788,-3.78036,-9.14872
1838,2.3078274726867676,371800,-385.15748,-256.94828,-0.95402,0.00183,2.30345,0.00246,-366.22918,-0.76595,0.02691,-0.68544,-0.85333,1.45359,0.00023,1.45400,1.45319,-0.12152,0.04529,0.04654,-0.23650,-268.20736,1.24348,-264.89780,-271.56442,543.23729,71.15949,779.91974,409.80493,1004.59895,70.28861,1308.83997,870.43115,-1.64189,0.00877,-1.61941,-1.67011,0.48946,0.00489,0.50663,0.47533,0.90380,0.37775,2.00000,0.31097,-3.90534,0.56605,-3.22218,-6.69994,8.32489,0.12107,8.63213,7.87554,4.16004,0.12773,4.51287,3.83311,32.69472,5.68068,54.96804,22.82953,-4.19760,1.70918,-1.17258,-11.91148,-0.05494,0.01207,-0.01456,-0.09702,1.04371,0.01105,1.08394,1.00716,5.12495,0.70314,7.83441,4.00613,-5.10820,0.90181,-3.51588,-9.15263
1839,2.4721524715423584,372000,-400.41922,-262.10159,-1.35195,0.00182,2.46800,0.00226,-339.39594,-0.76918,0.02564,-0.70220,-0.84263,1.45441,0.00024,1.45482,1.45400,-0.12143,0.04310,-0.03005,-0.24269,-268.29809,1.31603,-263.61151,-271.32306,535.23926,64.44295,773.88824,394.33469,1002.69887,68.78227,1246.48962,851.11469,-1.64143,0.00942,-1.61920,-1.66837,0.48946,0.00558,0.50595,0.47786,0.87092,0.35841,2.00000,0.19536,-3.85778,0.54730,-3.21383,-6.16732,8.32416,0.11505,8.64826,8.08021,4.15144,0.12351,4.54656,3.84464,32.97236,5.63294,58.99081,23.61908,-4.20740,1.60918,-1.28958,-11.86524,-0.05511,0.01208,-0.02566,-0.08687,1.04411,0.01067,1.07869,1.01896,5.13656,0.68166,7.83009,3.88793,-5.04738,0.81459,-3.69398,-8.76415
1840,2.2432546615600586,372200,-403.46334,-258.21224,-1.37513,0.00189,2.23868,0.00260,-316.65076,-0.76880,0.02628,-0.69831,-0.84704,1.45523,0.00024,1.45564,1.45482,-0.12293,0.04335,-0.02032,-0.22562,-267.94582,1.33008,-264.29681,-272.13211,557.66897,71.99752,804.51093,424.29233,1023.97998,76.39849,1385.84766,883.57245,-1.64234,0.00909,-1.62128,-1.66953,0.48972,0.00564,0.50498,0.47400,0.88831,0.38374,2.00000,0.24504,-4.08199,0.77741,-3.19217,-6.81923,8.32767,0.11555,8.60145,8.05415,4.16642,0.13216,4.50216,3.77086,33.44909,6.66563,59.17319,23.11641,-4.24477,1.65362,-1.12925,-10.06261,-0.05521,0.01310,-0.02267,-0.08887,1.04436,0.01044,1.06886,1.01799,5.14326,0.69159,7.83405,3.49561,-5.03934,0.87135,-3.66853,-9.14295
1841,2.3685388565063477,372400,-410.60257,-309.29082,-0.87185,0.00196,2.36395,0.00254,-328.33121,-0.76695,0.02368,-0.70081,-0.84103,1.45605,0.00024,1.45646,1.45565,-0.12241,0.04465,0.00976,-0.25910,-267.87493,1.39361,-262.94449,-272.42560,548.87583,69.35518,802.75873,406.51657,1017.96305,73.31435,1211.30664,872.42120,-1.64220,0.00914,-1.61709,-1.66304,0.48881,0.00554,0.50528,0.46744,0.84785,0.33926,2.00000,0.24879,-3.86868,0.51962,-3.20346,-6.16678,8.32579,0.11883,8.68930,7.97403,4.13708,0.12188,4.46669,3.85922,32.79400,6.10749,56.33561,22.45651,-4.11247,1.54142,-1.31096,-10.92273,-0.05599,0.01142,-0.01663,-0.09374,1.04246,0.01087,1.06622,1.00465,5.08101,0.60124,7.83921,3.55472,-5.06666,0.85855,-3.68942,-8.76350
1842,2.4165470600128174,372600,-396.81675,-267.59248,-1.43794,0.00205,2.41185,0.00256,-379.68259,-0.76824,0.02789,-0.69196,-0.84959,1.45687,0.00023,1.45727,1.45647,-0.11927,0.04136,-0.02420,-0.26079,-267.94631,1.40529,-262.25818,-271.91104,546.05911,70.25437,838.68158,414.32364,1017.21627,74.58496,1316.37793,884.04163,-1.64255,0.00879,-1.61694,-1.66412,0.48844,0.00530,0.50920,0.47406,0.90295,0.39389,2.00000,0.19754,-3.91334,0.64683,-3.19587,-6.81443,8.31697,0.10992,8.69348,8.06433,4.15002,0.14235,4.53912,3.77014,33.28084,6.13216,59.00288,23.76271,-4.16893,1.49053,-0.54725,-9.77580,-0.05506,0.01272,-0.02294,-0.08906,1.04254,0.01039,1.06733,1.01343,5.14859,0.70325,7.46548,3.85109,-5.05367,0.77720,-3.69220,-8.76208
1843,2.3934926986694336,372800,-408.56622,-213.20765,-0.94222,0.00209,2.38867,0.00265,-521.20938,-0.76686,0.02431,-0.69782,-0.83090,1.45768,0.00023,1.45807,1.45727,-0.11947,0.04217,-0.00783,-0.20873,-267.76854,1.34081,-264.57748,-271.15469,538.15507,62.02065,713.01422,397.05615,1021.57466,69.11327,1321.85242,888.46057,-1.64211,0.00950,-1.61794,-1.67328,0.48836,0.00549,0.50114,0.46581,0.85908,0.35904,2.00000,0.27379,-3.85395,0.64128,-3.20830,-6.68525,8.31704,0.11193,8.55381,8.02078,4.15596,0.13120,4.65281,3.85757,33.17148,5.27263,55.99340,23.46344,-4.21909,1.71763,-1.00224,-10.42572,-0.05613,0.01224,-0.01381,-0.08984,1.04277,0.01073,1.06718,1.00973,5.02238,0.55139,6.66766,3.89499,-5.11163,0.94007,-3.80614,-9.13821
1844,2.360506534576416,373000,-418.81663,-243.29468,-1.40924,0.00207,2.35623,0.00213,-488.35929,-0.77105,0.02199,-0.70412,-0.83893,1.45848,0.00024,1.45889,1.45808,-0.11980,0.04105,-0.02321,-0.22754,-267.50778,1.31417,-263.88754,-270.95776,550.52541,71.32076,813.41174,400.80490,1031.88299,71.70576,1248.12207,877.08313,-1.64151,0.00929,-1.62082,-1.66224,0.48934,0.00587,0.50704,0.47145,0.89129,0.36610,2.00000,0.24122,-3.92487,0.66033,-3.21580,-6.80937,8.31745,0.10876,8.60268,8.06151,4.15706,0.13757,4.60443,3.78079,33.03589,6.18403,59.47364,23.21246,-4.25913,1.60433,-0.94201,-11.32578,-0.05629,0.01113,-0.02854,-0.08765,1.04321,0.01074,1.06978,1.01695,5.05154,0.56588,6.89216,3.85224,-5.05836,0.88818,-3.72365,-9.14059
1845,2.433940887451172,373200,-412.26553,-300.14701,-1.87669,0.00206,2.42928,0.00252,-360.58559,-0.76753,0.02806,-0.68995,-0.84660,1.45929,0.00024,1.45970,1.45889,-0.12185,0.04561,0.01266,-0.23143,-267.51746,1.36157,-263.51901,-271.68796,541.77040,68.70978,948.32922,407.76831,1033.82072,72.78318,1314.61426,880.27460,-1.64259,0.00880,-1.61851,-1.67002,0.48895,0.00546,0.50595,0.47667,0.86386,0.33741,2.00000,0.23026,-3.93924,0.60024,-3.11526,-6.10418,8.32240,0.12067,8.61263,7.96651,4.16617,0.14388,4.56803,3.79231,33.12080,5.18313,56.30766,23.60369,-4.23257,1.68099,-0.91556,-10.16341,-0.05375,0.01426,-0.00871,-0.08719,1.04359,0.01230,1.07544,1.00140,5.13764,0.63941,7.83922,3.81794,-5.01726,0.80850,-3.69056,-9.13631
1846,2.4085464477539062,373400,-383.14369,-254.81946,-0.51841,0.00215,2.40379,0.00252,-392.81797,-0.76731,0.02424,-0.69942,-0.83805,1.46011,0.00023,1.46051,1.45971,-0.11901,0.04478,0.00235,-0.21902,-267.53590,1.33581,-263.84604,-271.38412,547.87317,68.47941,776.34863,400.95810,1034.33180,78.47706,1375.62292,878.44171,-1.64260,0.00884,-1.61653,-1.66942,0.48847,0.00574,0.50681,0.47420,0.87740,0.35111,2.00000,0.23236,-3.89658,0.63412,-3.18351,-6.67633,8.31440,0.11830,8.57861,7.99380,4.16258,0.13310,4.51704,3.85172,33.49703,6.17271,55.96849,22.89285,-4.62353,1.68680,-1.52600,-9.99013,-0.05471,0.01076,-0.02747,-0.07987,1.04251,0.01096,1.07127,1.01574,5.13830,0.67937,7.84342,3.70335,-5.08921,0.95647,-3.75721,-8.76054
1847,2.371718168258667,373600,-386.70225,-205.28322,-1.04617,0.00209,2.36741,0.00216,-373.76058,-0.76950,0.02507,-0.71198,-0.83915,1.46090,0.00022,1.46129,1.46052,-0.11350,0.04281,0.02391,-0.24454,-267.45529,1.32581,-262.94199,-270.21686,540.67994,69.77721,845.53583,413.64639,1031.97458,75.94265,1349.90271,878.70978,-1.64169,0.00895,-1.61659,-1.67027,0.48828,0.00535,0.50172,0.47575,0.86705,0.34839,2.00000,0.21345,-3.90235,0.57456,-3.19883,-6.79807,8.29944,0.11293,8.64468,7.93692,4.14472,0.12739,4.55472,3.83271,32.46080,5.57855,60.11908,23.61153,-4.32629,1.60570,-1.12801,-11.17622,-0.05604,0.01320,-0.02373,-0.09197,1.04138,0.01080,1.06921,1.01394,5.09205,0.71546,7.85084,3.74671,-4.96182,0.90153,-3.79134,-9.12640
